candidate_id,rank,score,score_evidence_only,semantic_fit_score,score_evidence,score_supporting,score_fit,score_behavior,score_penalty,career_core,relevant_career_roles,relevant_career_months,total_career_months,consulting_months,product_months,product_company_history,title_trajectory,job_stability,skill_corroboration,negative_flags,anomaly_flags,anomaly_confidence,anomaly_action,semantic_model,semantic_top_concepts
CAND_0096142,94,0.69263447,0.66474317,0.77630838,0.42100000,0.04380000,0.16896000,0.03098317,0.00000000,7,2,60,60,0,60,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0020877,95,0.68759237,0.67782790,0.71688578,0.50266667,0.03890000,0.17379333,0.02246790,0.06000000,6,1,38,60,0,60,1.0,0.3750,1.0000,0.6000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;ranking evaluation and experimentation
CAND_0045250,96,0.68737067,0.65493133,0.78468868,0.41266667,0.03540000,0.18600000,0.02086467,0.00000000,5,1,46,78,0,78,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0036184,97,0.68127247,0.66963137,0.71619580,0.42333333,0.03870000,0.17676000,0.03083803,0.00000000,5,2,71,71,0,71,1.0,0.5000,1.0000,0.6000,,,0.00,none,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;recommendation and personalization
CAND_0091909,98,0.67948674,0.66038387,0.73679536,0.42100000,0.03540000,0.17804000,0.02594387,0.00000000,7,2,82,82,0,82,1.0,0.5000,1.0000,0.4000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0007009,99,0.67717395,0.67168866,0.69362981,0.42266667,0.04010000,0.18283333,0.02608866,0.00000000,6,1,32,94,0,94,1.0,0.5000,1.0000,0.8000,,,0.00,none,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;ranking and relevance optimization
CAND_0040887,100,0.67436771,0.64954870,0.74882473,0.50266667,0.03170000,0.14419000,0.03099203,0.06000000,6,1,46,55,0,55,1.0,0.5000,0.7250,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;ranking and relevance optimization
CAND_0012957,101,0.67245635,0.63229500,0.79294041,0.50500000,0.00840000,0.15408000,0.02481500,0.06000000,8,2,58,58,0,58,1.0,0.5000,1.0000,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0029367,102,0.67237707,0.66964230,0.68058139,0.50266667,0.03410000,0.16367000,0.02920563,0.06000000,6,2,59,67,0,67,1.0,0.6250,0.8583,0.6000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;ranking and relevance optimization
CAND_0061655,103,0.67225959,0.64584033,0.75151736,0.50500000,0.01920000,0.15585000,0.02579033,0.06000000,8,2,54,54,0,54,1.0,0.5000,0.7250,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0024466,104,0.67107249,0.63302929,0.78520210,0.50500000,0.00840000,0.15356000,0.02606929,0.06000000,8,2,62,62,0,62,1.0,0.5000,1.0000,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0078002,105,0.66714811,0.65355277,0.70793412,0.42100000,0.03540000,0.16771000,0.02944277,0.00000000,7,3,74,74,0,74,1.0,0.3750,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0042029,106,0.66292797,0.63531237,0.74577477,0.37800000,0.05120000,0.18300000,0.02311237,0.00000000,6,1,36,78,0,78,1.0,0.6250,1.0000,0.6000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0036437,107,0.65445634,0.65120353,0.66421478,0.49666667,0.02280000,0.16608000,0.02565687,0.06000000,6,2,37,56,0,56,1.0,0.5000,1.0000,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0053591,108,0.65046022,0.60563563,0.78493398,0.37800000,0.04040000,0.15539333,0.03184230,0.00000000,6,1,38,63,0,63,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,ranking evaluation and experimentation;production scale and operations;end-to-end ownership
CAND_0006418,109,0.63928680,0.59928755,0.75928457,0.41266667,0.04140000,0.17696000,0.02826088,0.06000000,5,1,40,67,0,67,1.0,0.5000,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0072660,110,0.63767002,0.62691783,0.66992657,0.41666667,0.01680000,0.16510000,0.02835117,0.00000000,6,2,66,84,0,84,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0007460,111,0.63396476,0.58686149,0.77527455,0.38266667,0.01800000,0.15804000,0.02815482,0.00000000,6,1,56,56,0,56,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,ranking evaluation and experimentation;end-to-end ownership;ranking and relevance optimization
CAND_0083879,112,0.63366438,0.61483150,0.69016303,0.37266667,0.03180000,0.18350000,0.02686483,0.00000000,5,2,65,84,0,84,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0011432,113,0.62772098,0.61155300,0.67622491,0.37800000,0.03200000,0.17526000,0.02629300,0.00000000,6,2,54,90,0,90,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0037980,114,0.62769619,0.61866263,0.65479687,0.39616667,0.01920000,0.17700000,0.02629597,0.00000000,6,3,107,107,0,107,1.0,0.5000,1.0000,0.0000,research_only,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0036863,115,0.62474708,0.61636367,0.64989732,0.46200000,0.02540000,0.16203000,0.02693367,0.06000000,7,2,45,51,0,51,1.0,0.6250,0.8583,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,end-to-end ownership;ranking and relevance optimization;ranking evaluation and experimentation
CAND_0020708,116,0.62450365,0.58160597,0.75319671,0.42333333,0.02910000,0.16080000,0.02837263,0.06000000,5,1,50,50,0,50,1.0,0.5000,1.0000,0.6000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;ranking and relevance optimization
CAND_0008239,117,0.62342929,0.59016710,0.72321585,0.38266667,0.01560000,0.16608000,0.02582043,0.00000000,6,1,48,48,0,48,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,end-to-end ownership;ranking and relevance optimization;recommendation and personalization
CAND_0079284,118,0.61868220,0.58071533,0.73258281,0.42100000,0.02700000,0.17004000,0.02267533,0.06000000,7,2,58,58,0,58,1.0,0.5000,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0037944,119,0.61579245,0.55802667,0.78908982,0.37800000,0.05240000,0.16221667,0.02541000,0.06000000,6,1,37,58,0,58,1.0,0.6250,1.0000,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,ranking evaluation and experimentation;production scale and operations;end-to-end ownership
CAND_0003977,120,0.61140000,0.57046550,0.73420352,0.42333333,0.02670000,0.16109000,0.01934217,0.06000000,5,2,55,55,0,55,1.0,0.5000,0.7250,0.6000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,semantic retrieval and information retrieval;end-to-end ownership;ranking and relevance optimization
CAND_0076163,121,0.61038508,0.60635977,0.62246101,0.38266667,0.01920000,0.17276000,0.03173310,0.00000000,6,2,82,82,0,82,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,end-to-end ownership;ranking and relevance optimization;ranking evaluation and experimentation
CAND_0061339,122,0.60737056,0.57441771,0.70622909,0.42100000,0.02820000,0.15553000,0.02968771,0.06000000,7,3,49,49,0,49,1.0,0.5000,0.8583,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0061257,123,0.60087296,0.56420447,0.71087845,0.32900000,0.01680000,0.18850000,0.02990447,0.00000000,5,2,95,95,0,95,1.0,0.6250,1.0000,0.2000,research_only,,0.00,none,deterministic-domain-embedding,ranking evaluation and experimentation;production scale and operations;semantic retrieval and information retrieval
CAND_0040117,124,0.60007504,0.52630317,0.82139067,0.29266667,0.03140000,0.17676000,0.02547650,0.00000000,4,1,51,77,0,77,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,ranking evaluation and experimentation;production scale and operations;end-to-end ownership
CAND_0074225,125,0.59988594,0.54857880,0.75380737,0.37800000,0.05000000,0.14841333,0.03216547,0.06000000,6,1,26,51,0,51,1.0,0.5000,1.0000,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0095528,126,0.59926631,0.54220633,0.77044623,0.32733333,0.01920000,0.16747000,0.02820300,0.00000000,3,1,33,63,0,63,1.0,0.6250,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0076831,127,0.59686659,0.53418537,0.78491025,0.37266667,0.04020000,0.15387333,0.02744537,0.06000000,5,1,20,47,0,47,1.0,0.5000,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0087364,128,0.58820054,0.53740330,0.74059226,0.37266667,0.04500000,0.15895667,0.02077997,0.06000000,5,1,13,58,0,58,1.0,0.5000,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0015528,129,0.58719583,0.53824977,0.73403403,0.32733333,0.01680000,0.17426000,0.01985643,0.00000000,3,2,67,87,0,87,1.0,0.3750,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0078492,130,0.57920039,0.54005825,0.69662682,0.38266667,0.01680000,0.17450000,0.02609158,0.06000000,6,2,61,61,0,61,1.0,0.3750,1.0000,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,end-to-end ownership;ranking and relevance optimization;recommendation and personalization
CAND_0084819,131,0.57409872,0.51892677,0.73961459,0.38200000,0.02780000,0.13813333,0.03099343,0.06000000,7,1,20,53,0,53,1.0,0.3750,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,end-to-end ownership;ranking and relevance optimization;ranking evaluation and experimentation
CAND_0052682,132,0.57374994,0.51208807,0.75873555,0.29266667,0.01340000,0.17676000,0.02926140,0.00000000,4,1,46,78,0,78,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0081053,133,0.57368408,0.50746187,0.77235072,0.28733333,0.02280000,0.16900000,0.02832853,0.00000000,3,1,42,64,0,64,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0056881,134,0.57368017,0.52333583,0.72471317,0.37266667,0.04500000,0.14380000,0.02186917,0.06000000,5,1,18,54,0,54,1.0,0.5000,1.0000,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0039521,135,0.57237825,0.51913967,0.73209399,0.37800000,0.03680000,0.14421000,0.02012967,0.06000000,6,1,27,59,0,59,1.0,0.5000,1.0000,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0058688,136,0.56790828,0.50428543,0.75877683,0.28733333,0.01800000,0.17060000,0.02835210,0.00000000,3,1,43,80,0,80,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0060072,137,0.56757648,0.49351823,0.78975123,0.28466667,0.02400000,0.17150000,0.01335157,0.00000000,4,2,68,68,0,68,1.0,0.6250,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0039838,138,0.56595202,0.50870463,0.73769420,0.37266667,0.03180000,0.13510000,0.02913797,0.06000000,5,1,9,58,0,58,1.0,0.5000,0.7250,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking evaluation and experimentation
CAND_0049896,139,0.55957375,0.47786133,0.80471101,0.25266667,0.02420000,0.17404000,0.02695467,0.00000000,4,1,42,87,0,87,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0009837,140,0.54798384,0.47091917,0.77917785,0.29866667,0.04740000,0.16604000,0.01881250,0.06000000,5,1,51,51,0,51,1.0,0.5000,1.0000,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,ranking evaluation and experimentation;production scale and operations;end-to-end ownership
CAND_0057701,141,0.54433804,0.46234288,0.79032352,0.29866667,0.04620000,0.14880000,0.02867621,0.06000000,5,1,49,49,0,49,1.0,0.5000,1.0000,0.4000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,ranking evaluation and experimentation;production scale and operations;end-to-end ownership
CAND_0089552,142,0.54143543,0.45878257,0.78939401,0.25266667,0.02420000,0.16229000,0.01962590,0.00000000,4,1,21,71,0,71,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0099806,143,0.53774398,0.47067675,0.73894566,0.29866667,0.03420000,0.16608000,0.03173008,0.06000000,5,2,54,54,0,54,1.0,0.5000,1.0000,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0092245,144,0.53731806,0.46167418,0.76424971,0.29866667,0.04260000,0.15680000,0.02360751,0.06000000,5,1,49,49,0,49,1.0,0.5000,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0066035,145,0.53643627,0.50265181,0.63778962,0.27783333,0.02790000,0.17001000,0.02690848,0.00000000,3,1,27,79,52,27,1.0,0.6250,1.0000,0.4000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0051615,146,0.53455463,0.51576360,0.59092770,0.38266667,0.01200000,0.15185000,0.02924693,0.06000000,6,2,54,54,0,54,1.0,0.5000,0.7250,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,end-to-end ownership;ranking and relevance optimization;ranking evaluation and experimentation
CAND_0044262,147,0.53272384,0.52775979,0.54761598,0.27783333,0.05060000,0.17404000,0.02528646,0.00000000,3,2,36,81,21,60,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0082489,148,0.53077950,0.49397822,0.64118334,0.27783333,0.02670000,0.17229333,0.01715155,0.00000000,3,1,38,63,0,63,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0092706,149,0.52842937,0.49996793,0.61381369,0.27783333,0.02190000,0.16896000,0.03127460,0.00000000,3,1,44,69,0,69,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0099751,150,0.52825746,0.49419467,0.63044584,0.27783333,0.02430000,0.16391667,0.02814467,0.00000000,3,1,37,65,0,65,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0043860,151,0.52714290,0.48805383,0.64441009,0.24833333,0.02930000,0.17954000,0.03088050,0.00000000,3,1,48,73,0,73,1.0,0.3750,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0033179,152,0.52667716,0.48868700,0.64064766,0.24833333,0.03170000,0.17887333,0.02978033,0.00000000,3,1,38,82,38,44,1.0,0.3750,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0015967,153,0.52389371,0.49976993,0.59626502,0.27783333,0.04170000,0.15291000,0.02732660,0.00000000,3,1,42,64,0,64,1.0,0.6250,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0004402,154,0.52203464,0.48763017,0.62524804,0.24833333,0.03050000,0.17883333,0.02996350,0.00000000,3,1,32,71,0,71,1.0,0.5000,1.0000,0.4000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0096209,155,0.52145956,0.47689133,0.65516424,0.27783333,0.01950000,0.14880000,0.03075800,0.00000000,3,1,30,50,0,50,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0025640,156,0.52089249,0.49408867,0.60130395,0.24833333,0.04310000,0.17172000,0.03093533,0.00000000,3,1,45,66,45,21,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0043958,157,0.52071718,0.49476817,0.59856423,0.27783333,0.03920000,0.15451000,0.02322483,0.00000000,3,1,15,79,0,79,1.0,0.5000,1.0000,0.4000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0068932,158,0.52067957,0.48348967,0.63224927,0.24833333,0.02310000,0.18096000,0.03109633,0.00000000,3,1,45,61,0,61,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0013988,159,0.52060902,0.50492400,0.56766406,0.27783333,0.04940000,0.15222000,0.02547067,0.00000000,3,1,12,64,14,50,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0026362,160,0.51972521,0.47440500,0.65568584,0.24833333,0.02430000,0.17446000,0.02731167,0.00000000,3,1,46,59,0,59,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0067866,161,0.51925792,0.50778337,0.55368157,0.27783333,0.04340000,0.15583333,0.03071670,0.00000000,3,1,38,76,38,38,1.0,0.6250,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0023583,162,0.51924473,0.44894390,0.73014722,0.24833333,0.02040000,0.15680000,0.02341057,0.00000000,3,1,49,49,0,49,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0018653,163,0.51822582,0.45307317,0.71368380,0.24833333,0.01440000,0.16876000,0.02157983,0.00000000,3,2,78,78,0,78,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0099269,164,0.51818395,0.48837138,0.60762166,0.27783333,0.02310000,0.16287667,0.02456138,0.00000000,3,1,25,65,0,65,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0042506,165,0.51809624,0.41973917,0.81316747,0.25266667,0.03140000,0.16687333,0.02879917,0.06000000,4,1,32,50,0,50,1.0,0.5000,1.0000,0.2000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;ranking evaluation and experimentation;end-to-end ownership
CAND_0043381,166,0.51767317,0.45091937,0.71793456,0.24833333,0.01800000,0.15470000,0.02988603,0.00000000,3,1,43,43,0,43,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0024147,167,0.51703519,0.47533500,0.64213576,0.24833333,0.03050000,0.16772000,0.02878167,0.00000000,3,1,40,70,0,70,1.0,0.5000,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0037160,168,0.51610650,0.49493101,0.57963297,0.24833333,0.04550000,0.17450000,0.02659768,0.00000000,3,1,18,71,15,56,1.0,0.3750,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0015065,169,0.51341561,0.47621607,0.62501425,0.27783333,0.02190000,0.14675000,0.02973273,0.00000000,3,1,36,46,0,46,1.0,0.6250,0.7250,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0064904,170,0.51231803,0.43025983,0.75849264,0.28733333,0.01680000,0.15845667,0.02766983,0.06000000,3,1,31,58,0,58,1.0,0.5000,1.0000,0.0000,,skill_duration_exceeds_profile_experience:penalize,0.65,penalize,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0046924,171,0.51228459,0.47465250,0.62518084,0.27783333,0.02790000,0.14600000,0.02291917,0.00000000,3,2,50,74,24,50,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0060340,172,0.51155403,0.48820607,0.58159791,0.27783333,0.04820000,0.13367667,0.02849607,0.00000000,3,1,13,72,0,72,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0000273,173,0.51129655,0.46664837,0.64524111,0.24833333,0.02310000,0.16733333,0.02788170,0.00000000,3,1,32,69,0,69,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0049615,174,0.51116293,0.45543747,0.67833930,0.24833333,0.00960000,0.17022000,0.02728413,0.00000000,3,2,61,61,0,61,1.0,0.6250,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0001494,175,0.51093036,0.45540973,0.67749223,0.24833333,0.01200000,0.17404000,0.02103640,0.00000000,3,2,76,76,0,76,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0038099,176,0.51043716,0.46608697,0.64348774,0.24833333,0.02550000,0.16372000,0.02853363,0.00000000,3,1,43,64,21,43,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0035879,177,0.51038158,0.46533543,0.64552002,0.24833333,0.02910000,0.15654000,0.03136210,0.00000000,3,1,36,54,0,54,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0007596,178,0.51005195,0.46582483,0.64273329,0.24833333,0.02550000,0.16109000,0.03090150,0.00000000,3,1,44,52,0,52,1.0,0.5000,0.7250,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0070333,179,0.50957955,0.46221267,0.65168019,0.24833333,0.02670000,0.15891333,0.02826600,0.00000000,3,1,32,56,32,24,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0063585,180,0.50920844,0.43937273,0.71871557,0.24833333,0.01800000,0.14561667,0.02742273,0.00000000,3,1,37,37,0,37,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0067322,181,0.50878521,0.47633633,0.60613184,0.27783333,0.02430000,0.14880000,0.02540300,0.00000000,3,1,30,51,0,51,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0086893,182,0.50818125,0.43751283,0.72018649,0.24833333,0.01200000,0.14674000,0.03043950,0.00000000,3,1,46,46,0,46,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0074325,183,0.50787387,0.46406133,0.63931149,0.27783333,0.02430000,0.14486667,0.01706133,0.00000000,3,1,22,46,0,46,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0022852,184,0.50767142,0.49260533,0.55286968,0.27783333,0.04460000,0.15386667,0.01630533,0.00000000,3,1,19,64,0,64,1.0,0.5000,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0052360,185,0.50670735,0.42999930,0.73683149,0.24833333,0.01200000,0.15324000,0.01642597,0.00000000,3,1,36,36,0,36,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0014858,186,0.50446937,0.46286467,0.62928347,0.24833333,0.04670000,0.14171667,0.02611467,0.00000000,3,1,13,58,0,58,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0000981,187,0.50438161,0.47093730,0.60471455,0.24833333,0.04550000,0.16226000,0.01484397,0.00000000,3,1,42,76,0,76,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0053527,188,0.50434625,0.49322283,0.53771648,0.24833333,0.04340000,0.17126000,0.03022950,0.00000000,3,1,51,82,0,82,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
