candidate_id,rank,reasoning,strength_sources,concern_sources
CAND_0094056,58,"5.9 years; NLP Engineer at Rephrase.ai. Strongest evidence: NLP Engineer at Rephrase.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Recommendation Systems Engineer at Adobe: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0022812,59,"4.5 years; Applied ML Engineer at Dream11. Strongest evidence: Applied ML Engineer at Dream11: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Also, Applied ML Engineer at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0075574,60,"Haptik role Machine Learning Engineer; 5.7 years total. Relevant fit comes from Machine Learning Engineer at Observe.AI: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: Machine Learning Engineer at Haptik: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0076251,61,"7.6 years in the profile and currently Search Engineer at Haptik. Key career evidence is Search Engineer at Haptik: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Senior Data Scientist at CRED: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0030348,62,"4.5 years; Machine Learning Engineer at BYJU'S. Strongest evidence: Machine Learning Engineer at BYJU'S: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Senior Data Scientist at PolicyBazaar: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0058575,63,"5.8 years in the profile and currently AI Engineer at Krutrim. Key career evidence is AI Engineer at Krutrim: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Search Engineer at Aganitha: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0098846,64,"upGrad role AI Engineer; 7.6 years total. Relevant fit comes from Search Engineer at Swiggy: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Additional evidence: AI Engineer at upGrad: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",redrob_signals.notice_period_days
CAND_0066376,65,"5.7 years; Applied ML Engineer at Dream11. Strongest evidence: Applied ML Engineer at Dream11: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Also, Senior Data Scientist at Salesforce: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0030468,66,"5.4 years; Senior Applied Scientist at Swiggy. Strongest evidence: Senior Applied Scientist at Swiggy: Led the engineering team building infrastructure to surface relevant content to users at scale. Also, Senior Applied Scientist at CRED: Designed the offline experimentation environment, the online A/B testing framework, and the feature-engineering pipeline that connected them. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0099401,67,"NLP Engineer at Dream11, with 7.7 years of experience. The rank is driven by NLP Engineer at Dream11: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Applied ML Engineer at Microsoft: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0011687,68,"7.8 years in the profile and currently Senior NLP Engineer at Niramai. Key career evidence is Senior NLP Engineer at Niramai: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. The profile also shows Senior Machine Learning Engineer at Krutrim: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",
CAND_0054123,69,"4.7 years in the profile and currently Applied ML Engineer at Meta. Key career evidence is Applied ML Engineer at Meta: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows AI Engineer at CRED: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 60-day notice period. Semantic retrieval aligns the profile with ranking evaluation and experimentation, production scale and operations, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0069905,70,"Applied ML Engineer at Sarvam AI, with 6.6 years of experience. The rank is driven by Recommendation Systems Engineer at Observe.AI: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Applied ML Engineer at Sarvam AI: Developed a semantic search feature for an internal knowledge base of ~500K documents. Main concern: 90-day notice period.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name",redrob_signals.notice_period_days
CAND_0007411,71,"8.0 years in the profile and currently Senior Machine Learning Engineer at Amazon. Key career evidence is Senior Machine Learning Engineer at Amazon: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. The profile also shows Senior Machine Learning Engineer at Yellow.ai: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Main concern: stale platform activity. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",redrob_signals.last_active_date
CAND_0006557,72,"NLP Engineer at Paytm, with 7.9 years of experience. The rank is driven by Recommendation Systems Engineer at Apple: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: NLP Engineer at Paytm: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0018549,73,"Recommendation Systems Engineer at Uber, with 6.8 years of experience. The rank is driven by Machine Learning Engineer at Flipkart: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Recommendation Systems Engineer at Uber: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0002025,74,"Senior AI Engineer at Apple, with 5.9 years of experience. The rank is driven by Lead AI Engineer at Aganitha: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Supporting signal: Senior AI Engineer at Apple: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with production scale and operations, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",career_history.description
CAND_0000031,75,"6.0 years in the profile and currently Recommendation Systems Engineer at Swiggy. Key career evidence is Recommendation Systems Engineer at Swiggy: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. The profile also shows Search Engineer at Mad Street Den: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0007412,76,"7.4 years; Applied ML Engineer at Zoho. Strongest evidence: Recommendation Systems Engineer at Locobuzz: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Also, Search Engineer at Swiggy: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 120-day notice period. Semantic retrieval aligns the profile with ranking evaluation and experimentation, production scale and operations, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0070202,77,"BYJU'S role Machine Learning Engineer; 5.1 years total. Relevant fit comes from Search Engineer at Dream11: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Additional evidence: Machine Learning Engineer at BYJU'S: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0066999,78,"5.9 years in the profile and currently Recommendation Systems Engineer at Microsoft. Key career evidence is Recommendation Systems Engineer at Microsoft: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. The profile also shows Senior Data Scientist at Amazon: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with production scale and operations, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",career_history.description
CAND_0077285,79,"Recommendation Systems Engineer at Nykaa, with 5.5 years of experience. The rank is driven by Recommendation Systems Engineer at Nykaa: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Supporting signal: AI Engineer at upGrad: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0014440,80,"6.4 years; Recommendation Systems Engineer at CRED. Strongest evidence: Recommendation Systems Engineer at CRED: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Also, NLP Engineer at Freshworks: Final model improved revenue-per-search by 12%. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0027801,81,"NLP Engineer at InMobi, with 7.4 years of experience. The rank is driven by Recommendation Systems Engineer at Uber: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Machine Learning Engineer at Zoho: Developed a semantic search feature for an internal knowledge base of ~500K documents. Main concern: 120-day notice period.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0068351,82,"6.4 years in the profile and currently Lead AI Engineer at Sarvam AI. Key career evidence is Lead AI Engineer at Sarvam AI: Owned the search and discovery experience end-to-end at a consumer product, from how content is represented internally through to how the most relevant results appear for each user's intent. The profile also shows Staff Machine Learning Engineer at Verloop.io: Built systems that understand what users are looking for and connect them to the most relevant matches across a large dataset. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with ranking evaluation and experimentation, production scale and operations, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",career_history.description
CAND_0010257,83,"Senior Data Scientist at Google, with 6.5 years of experience. The rank is driven by Search Engineer at PharmEasy: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Supporting signal: Senior Data Scientist at Google: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0049538,84,"Saarthi.ai role Applied ML Engineer; 5.8 years total. Relevant fit comes from Applied ML Engineer at Saarthi.ai: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Additional evidence: Recommendation Systems Engineer at PolicyBazaar: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with production scale and operations, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",career_history.description
CAND_0047721,85,"Senior Data Scientist at Microsoft, with 7.0 years of experience. The rank is driven by Senior Data Scientist at Microsoft: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: NLP Engineer at Observe.AI: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0064270,86,"Verloop.io role Applied ML Engineer; 4.2 years total. Relevant fit comes from Applied ML Engineer at Verloop.io: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: AI Engineer at Uber: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0050876,87,"6.0 years; Applied ML Engineer at Freshworks. Strongest evidence: AI Engineer at Yellow.ai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Also, Recommendation Systems Engineer at Razorpay: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0016163,88,"6.7 years in the profile and currently Applied ML Engineer at Dream11. Key career evidence is Applied ML Engineer at Verloop.io: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Applied ML Engineer at Dream11: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0079064,89,"5.2 years; Senior Data Scientist at Niramai. Strongest evidence: Senior Data Scientist at Niramai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, NLP Engineer at Razorpay: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 120-day notice period. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name",redrob_signals.notice_period_days
CAND_0030031,90,"5.7 years in the profile and currently AI Engineer at Microsoft. Key career evidence is AI Engineer at Microsoft: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Search Engineer at Google: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",career_history.description
CAND_0078042,91,"PolicyBazaar role Applied ML Engineer; 4.7 years total. Relevant fit comes from Applied ML Engineer at PolicyBazaar: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: Search Engineer at Ola: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: location/relocation fit is weak. Semantic retrieval aligns the profile with ranking evaluation and experimentation, production scale and operations, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months","profile.country,profile.location,redrob_signals.willing_to_relocate | career_history.description"
CAND_0024620,92,"5.9 years; AI Engineer at PharmEasy. Strongest evidence: AI Engineer at PharmEasy: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Also, Recommendation Systems Engineer at Saarthi.ai: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description","redrob_signals.notice_period_days | profile.country,profile.location,redrob_signals.willing_to_relocate | career_history.description"
CAND_0052335,93,"6.4 years in the profile and currently Applied ML Engineer at Aganitha. Key career evidence is Applied ML Engineer at Aganitha: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. The profile also shows AI Engineer at Wysa: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 60-day notice period. Semantic retrieval aligns the profile with ranking evaluation and experimentation, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description","redrob_signals.notice_period_days | profile.country,profile.location,redrob_signals.willing_to_relocate"
CAND_0096142,94,"upGrad role Applied ML Engineer; 5.0 years total. Relevant fit comes from Applied ML Engineer at BYJU'S: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Additional evidence: Applied ML Engineer at upGrad: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0020877,95,"Applied ML Engineer at CRED, with 5.1 years of experience. The rank is driven by Applied ML Engineer at CRED: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Senior Data Scientist at BYJU'S: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 60-day notice period. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking evaluation and experimentation.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name",redrob_signals.notice_period_days
CAND_0045250,96,"Rephrase.ai role Applied ML Engineer; 6.6 years total. Relevant fit comes from Applied ML Engineer at Rephrase.ai: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: Applied ML Engineer at Paytm: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",career_history.description
CAND_0036184,97,"6.0 years; Recommendation Systems Engineer at CRED. Strongest evidence: Recommendation Systems Engineer at CRED: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, AI Engineer at PolicyBazaar: Developed a semantic search feature for an internal knowledge base of ~500K documents. Fit is credible but less complete than higher-ranked candidates.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",
CAND_0091909,98,"Machine Learning Engineer at Rephrase.ai, with 6.9 years of experience. The rank is driven by Machine Learning Engineer at Rephrase.ai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: NLP Engineer at Meta: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0007009,99,"Recommendation Systems Engineer at Wysa, with 7.9 years of experience. The rank is driven by Recommendation Systems Engineer at Netflix: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Recommendation Systems Engineer at Wysa: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Fit is credible but less complete than higher-ranked candidates. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name",
CAND_0040887,100,"4.7 years in the profile and currently Machine Learning Engineer at Netflix. Key career evidence is Machine Learning Engineer at Netflix: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows AI Engineer at Unacademy: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: location/relocation fit is weak. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name","profile.country,profile.location,redrob_signals.willing_to_relocate"
CAND_0012957,101,"Search Engineer at Razorpay, with 4.9 years of experience. The rank is driven by NLP Engineer at Mad Street Den: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Search Engineer at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | career_history.description
CAND_0029367,102,"5.7 years in the profile and currently Senior Data Scientist at Rephrase.ai. Key career evidence is Senior Data Scientist at Rephrase.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Applied ML Engineer at CRED: Developed a semantic search feature for an internal knowledge base of ~500K documents. Main concern: 90-day notice period.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name",redrob_signals.notice_period_days
CAND_0061655,103,"4.6 years in the profile and currently Machine Learning Engineer at Krutrim. Key career evidence is Recommendation Systems Engineer at Google: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Machine Learning Engineer at Krutrim: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: limited explicit vector-infrastructure evidence. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",career_history.description
